Summary,Label,Confidence,URL
"Ethereum, Bitcoin and Ripple all fall on Monday.",NEGATIVE,0.9768495559692383,https://finance.yahoo.com/news/bitcoin-doge-ethereum-ripple-price-monday-19-april-crypto-latest-081427050.html
"Grayscale premium has widened to 21%, highest level on record. Retail traders may be able to buy on the cheap",NEGATIVE,0.7579704523086548,https://finance.yahoo.com/news/record-grayscale-discount-might-mean-130730647.html
GBTC is now trading at a discount of about 20% to its underlying value. Bitcoin tumbles from record highs this week,NEGATIVE,0.9988769292831421,https://finance.yahoo.com/news/largest-bitcoin-fund-dives-record-145017914.html
"Bitcoin is expected to continue moving upwards, resuming its bullish trend.",NEGATIVE,0.9432751536369324,https://finance.yahoo.com/news/bitcoin-btc-rebounds-indicators-signal-072400882.html
"An amount of 12,354 BTC was recently withdrawn from Coinbase. Massive outflow could be related to institutional investors",NEGATIVE,0.9982925653457642,https://finance.yahoo.com/news/12-354-btc-withdrawn-coinbase-103211144.html
"‘Bitcoin is going to $1 million a coin,’ CoinDesk’s Leech says.",NEGATIVE,0.9941125512123108,https://finance.yahoo.com/news/bitcoin-will-eventually-hit-1-million-dollars-a-coin-coin-desk-editor-predicts-172810294.html
The New York Stock Exchange filed a 19B-4 form for the fund. Valkyrie is the first firm to offer an ETF in the U.S.,POSITIVE,0.964001476764679,https://finance.yahoo.com/news/nyse-files-list-shares-valkyrie-230655353.html
O’Shares ETF chairman says he’s allocated 3% of his portfolio to the cryptocurrency.,NEGATIVE,0.9873356223106384,https://finance.yahoo.com/news/kevin-o-leary-on-cryptocurrency-i-dont-own-random-et-fs-with-blood-coin-in-them-151220436.html
$3.5 billion worth of BTC options expire on Friday.,NEGATIVE,0.8344822525978088,https://finance.yahoo.com/news/bitcoins-quiet-options-expiry-shows-164334965.html
"‘Our desk has been a net purchaser,’ Cipolaro says. Bitcoin tumbles from record high above $64,000 last week",NEGATIVE,0.9975200891494751,https://finance.yahoo.com/news/latest-bitcoin-crash-shows-buy-165544871.html
Satori Fund founder warns of 20% market collapse.,NEGATIVE,0.999065101146698,https://finance.yahoo.com/video/stocks-flying-high-bitcoin-breaks-140045603.html
"Short-term support remains at $55,000, with strong resistance at $58,000-$59,000.",NEGATIVE,0.8973402976989746,https://finance.yahoo.com/news/bitcoin-stabilizes-weekend-selloff-resistance-111442398.html
Largest cryptocurrency is roughly 7% lower from its all-time high.,NEGATIVE,0.9988270998001099,https://finance.yahoo.com/news/bitcoin-recedes-time-high-approaching-113329684.html
Renewable resources provided more than 50% of energy consumption.,POSITIVE,0.9989959001541138,https://finance.yahoo.com/news/company-reports-close-zero-carbon-155000634.html
Shares in the San Francisco-based firm closed Monday at $304.54 apiece.,NEGATIVE,0.9885875582695007,https://finance.yahoo.com/news/column-coinbase-brought-bitcoin-wall-120036871.html
Bitcoin falls as much as 2.5% after hitting two-week high on Friday.,NEGATIVE,0.9996444582939148,https://ca.finance.yahoo.com/news/bitcoin-ethereum-price-2-may-latest-cryptocurrency-100321521.html
"Digital Finance, LLC has launched a unique Bitcoin one-stop shop.",POSITIVE,0.9924724102020264,https://finance.yahoo.com/news/digital-finance-launches-bitcoin-one-143300156.html
"Bitcoin’s price recovered last weekend after falling below $50,000.",NEGATIVE,0.9977430701255798,https://finance.yahoo.com/news/gold-stocks-bitcoin-weekly-overview-200000032.html
Spot volumes were last seen in February. Dogecoin saw double-digit percentage price appreciation,NEGATIVE,0.6393595933914185,https://finance.yahoo.com/news/market-wrap-bitcoin-recovers-sunday-203108134.html
Joe Biden is reported to be considering nearly doubling capital gains tax.,NEGATIVE,0.9366777539253235,https://finance.yahoo.com/news/cryptocurrency-bitcoin-ethereum-xrp-dogecoin-joe-biden-capital-tax-gain-075447840.html
Is the current market for bitcoin a temporary lull between lurches? Or is it a long-term trend toward lower volatility?,NEGATIVE,0.99948650598526,https://finance.yahoo.com/news/crypto-long-short-pattern-bitcoin-210000645.html
Revenues for the first quarter of 2021 were $122.9 million. Much of it was attributed to Bitcoin purchases since December.,NEGATIVE,0.987308144569397,https://finance.yahoo.com/news/microstrategy-reveals-10-3-rise-084327674.html
The cryptocurrency has lost almost 15% in the last 24 hours. CoinMarketCap cites a blackout in China’s Xinjiang region,NEGATIVE,0.99928879737854,https://finance.yahoo.com/news/bitcoin-price-sunday-18-april-us-treasury-digital-assets-ethereum-litecoin-coinbase-doge-094926937.html
Largest cryptocurrency is up about 300% on a year-to-date basis.,NEGATIVE,0.6917287111282349,https://finance.yahoo.com/news/crypto-long-short-bitcoin-potential-210000905.html
Shares of the largest cryptocurrency exchange in the U.S. are down more than 20% this year.,NEGATIVE,0.999733030796051,https://finance.yahoo.com/news/coinbase-this-business-will-be-commoditized-new-constructs-ceo-argues-170735404.html
"Ripple (XRP) is moving upwards, attempting to break out of a channel.",NEGATIVE,0.9850273132324219,https://finance.yahoo.com/news/mid-caps-prepare-explosive-movements-143000120.html
Ether overtakes Bitcoin as cryptocurrency with the largest market cap.,NEGATIVE,0.9874557852745056,https://finance.yahoo.com/news/bitcoin-dominance-sinks-below-50-153153565.html
Largest Bitcoin self-mining company publishes unaudited production update.,NEGATIVE,0.9917389154434204,https://finance.yahoo.com/news/marathon-digital-holdings-announces-bitcoin-200000569.html
Early March volume in CME bitcoin futures indicated market was due for a correction.,NEGATIVE,0.9966090321540833,https://finance.yahoo.com/news/falling-volume-cme-bitcoin-futures-183000048.html
Satori Fund founder warns of 20% market collapse.,NEGATIVE,0.999065101146698,https://finance.yahoo.com/video/bitcoin-tumbles-below-50k-201428151.html
"Some people are investing their money in cryptocurrency, especially Bitcoin, at about $55,000.",NEGATIVE,0.9957006573677063,https://finance.yahoo.com/video/historically-bitcoin-moved-four-cycles-195204641.html
Bitcoin is expected to find support at one of the short-term Fib retracement levels.,NEGATIVE,0.9953470230102539,https://finance.yahoo.com/news/bitcoin-btc-bounces-attempt-resume-070606011.html
Security firm Peckshield says its protocol has been hacked.,NEGATIVE,0.9996123909950256,https://finance.yahoo.com/news/bitcoin-success-disgusting-berkshire-charlie-140331147.html
"Bitcoin rejected by short-term resistance level just shy of $56,000.",NEGATIVE,0.999106764793396,https://finance.yahoo.com/news/bitcoin-btc-rejected-just-short-073600395.html
Bitcoin and other cryptos continue their shellacking.,NEGATIVE,0.7499535083770752,https://finance.yahoo.com/video/snap-filling-gap-bitcoin-technicals-172905279.html
"‘The worst of liquidations are behind us,’ JPMorgan says. Signs of more efficient arbitrage trading suggest liquidity will improve",NEGATIVE,0.9838624000549316,https://finance.yahoo.com/news/bitcoin-liquidity-likely-remain-resilient-194328709.html
Fintech giant lost $20 million on its $220 million investment in the cryptocurrency.,NEGATIVE,0.9996707439422607,https://finance.yahoo.com/news/square-curbs-plans-buy-more-143359241.html
"Bitcoin options expire on Friday, with maximum pain point at $54,000.",NEGATIVE,0.9822262525558472,https://finance.yahoo.com/news/bitcoin-news-roundup-april-27-160000072.html
"Decentralised finance, also known as DeFi, is a fast-growing sector.",POSITIVE,0.9983599185943604,https://uk.finance.yahoo.com/news/bitcoin-ethereum-blockchain-cryptocurrencies-decentralised-finance-what-is-de-fi-102623503.html
Some major coins like Ether and Bitcoin also fell over the weekend.,NEGATIVE,0.9996622204780579,https://finance.yahoo.com/video/bitcoin-prices-steady-plunging-over-133338533.html
The cost to fund long positions in the market for perpetual swaps.,NEGATIVE,0.9903077483177185,https://finance.yahoo.com/news/bitcoin-recovers-panic-zone-funding-163853044.html
"Miners in southern China are back online, cascading Bitcoin’s hashrate.",NEGATIVE,0.9814316034317017,https://finance.yahoo.com/news/tesla-bitcoin-selling-shows-btc-183000155.html
